	id	Uniprot.accession	Protein.short.name	Gene.Names	Protein.Names	Log2.ratio.D3.D0.Repl1	Log2.ratio.D3.D0.Repl2	Log2.ratio.D6.D3.Repl1	Log2.ratio.D6.D3.Repl2	Log2.ratio.D9.D6.Repl.1	Log2.ratio.D9.D6.Repl.2	Log2.ratio.D12.D9.Repl1	Log2.ratio.D12.D9.Repl2	Log2.ratio.iPS.D12.Repl.1	Log2.ratio.iPS.D12.Repl.2	GOCC	GOBP	GOMF	KEGG	Protein.Descriptions
142	3148	P25444	RS2	Rps2	40S ribosomal protein S2	0.314	0.017	-0.087	0.013	-0.129	-0.422	-0.21	-0.217	0.252	0.129	intracellular;ribosome;small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;cytoplasmic part;intracellular organelle part;cell part;nucleus;nucleoplasm;cytosolic small ribosomal subunit;membrane-bounded organelle;intracellular membrane-bounded organelle;nuclear part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity;binding;protein binding;fibroblast growth factor binding;growth factor binding;fibroblast growth factor 1 binding;fibroblast growth factor 3 binding	Ribosome	>sp|P25444|RS2_MOUSE 40S ribosomal protein S2 OS=Mus musculus GN=Rps2 PE=1 SV=3;>tr|Q58EU3|Q58EU3_MOUSE MCG12811, isoform CRA_b OS=Mus musculus GN=Rps2 PE=2 SV=1;>tr|D3YWJ3|D3YWJ3_MOUSE Uncharacterized protein OS=Mus musculus GN=Rps2 PE=3 SV=1;>tr|E9PV46|E
143	3515	P60867	RS20	Rps20	40S ribosomal protein S20	0.034	0.005	0.052	0.177	-0.156	-0.281	-0.129	-0.12	-0.088	-0.207	intracellular;cytoplasm;ribosome;small ribosomal subunit;cytosolic small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;cytoplasmic part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity;binding	Ribosome	>sp|P60867|RS20_MOUSE 40S ribosomal protein S20 OS=Mus musculus GN=Rps20 PE=1 SV=1;>tr|Q5BLK2|Q5BLK2_MOUSE MCG3574 OS=Mus musculus GN=Rps20 PE=2 SV=1
144	169	A2ABW8	A2ABW8	Rps21	40S ribosomal protein S21	0.177	0.111	-0.047	0.212	0.008	-0.086	-0.18	-0.229	-0.03	-0.146	intracellular;cytoplasm;ribosome;small ribosomal subunit;cytosolic small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;cytoplasmic part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity;binding;protein binding;protein N-terminus binding;ribonucleoprotein binding;ribosome binding	Ribosome	>tr|A2ABW8|A2ABW8_MOUSE 40S ribosomal protein S21 OS=Mus musculus GN=Rps21 PE=3 SV=1;>sp|Q9CQR2|RS21_MOUSE 40S ribosomal protein S21 OS=Mus musculus GN=Rps21 PE=2 SV=1
145	3560	Q9CZI5	Q9CZI5	Rps23	40S ribosomal protein S23 	1.099	0.118	-0.638	0.646	-0.042	-0.095	-0.333	0.068	0.341	0.097	intracellular;ribosome;small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;cytoplasmic part;intracellular organelle part;cell part;cytosolic small ribosomal subunit	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>tr|Q9CZI5|Q9CZI5_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Rps23 PE=2 SV=1;>sp|P62267|RS23_MOUSE 40S ribosomal protein S23 OS=Mus musculus GN=Rps23 PE=2 SV=3;>tr|D3YXF9|D3YXF9_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm8618 PE=3 SV
146	2088	P62849	RS24	Rps24	40S ribosomal protein S24	1.672	-0.105	0.385	0.607	0.343	-0.612	-0.597	0.083	0.329	0.041	intracellular;ribosome;small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;cytoplasmic part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	nucleotide binding;structural constituent of ribosome;structural molecule activity;binding	Ribosome	>sp|P62849|RS24_MOUSE 40S ribosomal protein S24 OS=Mus musculus GN=Rps24 PE=1 SV=1;>tr|Q5M9M7|Q5M9M7_MOUSE 40S ribosomal protein S24 OS=Mus musculus GN=Rps24 PE=2 SV=1;>tr|Q9D7P1|Q9D7P1_MOUSE 40S ribosomal protein S24 OS=Mus musculus GN=Rps24 PE=2 SV=1;>tr
147	1390	D3YXG3	D3YXG3	Rps25	40S ribosomal protein S25 OS	0.478	0.13	0.108	0.232	0	-0.478	-0.383	0.244	0.246	-0.08	small ribosomal subunit;cytosolic small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle part;intracellular part;intracellular organelle part;cell part;nucleolus;ribosome;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;nuclear part;cytoplasmic part	ribosomal small subunit assembly;cellular process;cellular component organization;cellular component assembly;ribonucleoprotein complex assembly;cellular macromolecular complex subunit organization;cellular macromolecular complex assembly;macromolecular complex subunit organization;macromolecular complex assembly;ribonucleoprotein complex subunit organization;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular component organization at cellular level;cellular component assembly at cellular level	structural constituent of ribosome;structural molecule activity	Ribosome	>tr|D3YXG3|D3YXG3_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm4963 PE=4 SV=1;>sp|P62852|RS25_MOUSE 40S ribosomal protein S25 OS=Mus musculus GN=Rps25 PE=2 SV=1;>tr|Q58EA6|Q58EA6_MOUSE MCG10725, isoform CRA_a OS=Mus musculus GN=Rps25 PE=2 SV=1
148	3593	P62855	RS26	Rps26	40S ribosomal protein S26	1.529	0.587	-1.089	0.512	-0.125	-0.388	-0.306	0.84	0.13	-0.241	intracellular;ribosome;small ribosomal subunit;cytosolic small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;cytoplasmic part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;negative regulation of metabolic process;cellular process;regulation of gene expression;negative regulation of macromolecule metabolic process;regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;regulation of metabolic process;protein metabolic process;regulation of cellular metabolic process;negative regulation of cellular metabolic process;negative regulation of RNA splicing;cellular macromolecule biosynthetic process;macromolecule metabolic process;regulation of RNA splicing;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process;negative regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;negative regulation of biological process;negative regulation of cellular process;regulation of biological process;regulation of cellular process;regulation of nitrogen compound metabolic process;negative regulation of nitrogen compound metabolic process;regulation of RNA metabolic process;negative regulation of RNA metabolic process;regulation of macromolecule metabolic process;biological regulation;regulation of primary metabolic process	nucleic acid binding;RNA binding;mRNA binding;structural constituent of ribosome;structural molecule activity;binding	Ribosome	>sp|P62855|RS26_MOUSE 40S ribosomal protein S26 OS=Mus musculus GN=Rps26 PE=2 SV=3;>tr|Q497N1|Q497N1_MOUSE MCG18667 OS=Mus musculus GN=Rps26 PE=4 SV=1
149	5259	Q6ZWU9	RS27	Rps27	40S ribosomal protein S27	0.364	-0.771	0.17	0.8	-0.164	0.222	-0.347	-0.248	0.714	0.208	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity;binding;ion binding;cation binding;metal ion binding	Ribosome	>sp|Q6ZWU9|RS27_MOUSE 40S ribosomal protein S27 OS=Mus musculus GN=Rps27 PE=1 SV=3;>tr|E9QAB4|E9QAB4_MOUSE Ribosomal protein S27 OS=Mus musculus GN=Gm17241 PE=3 SV=1
150	5263	Q6ZWY3	RS27L	Rps27l	40S ribosomal protein S27-like	1.32	0.398	-1.288	0.257	-0.281	0.065	-0.054	-0.008	-0.477	-0.231	intracellular;nucleus;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	cell cycle checkpoint;DNA damage checkpoint;nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;DNA metabolic process;DNA repair;translation;regulation of translation;nitrogen compound metabolic process;induction of apoptosis;response to stress;response to DNA damage stimulus;mitotic cell cycle checkpoint;signal transduction;regulation of mitotic cell cycle;metabolic process;induction of apoptosis by intracellular signals;DNA damage response, signal transduction resulting in induction of apoptosis;biosynthetic process;macromolecule biosynthetic process;regulation of biosynthetic process;positive regulation of biosynthetic process;positive regulation of metabolic process;cellular process;regulation of gene expression;regulation of macromolecule biosynthetic process;positive regulation of macromolecule biosynthetic process;regulation of cell cycle process;positive regulation of macromolecule metabolic process;posttranscriptional regulation of gene expression;regulation of cell death;positive regulation of cell death;induction of programmed cell death;regulation of metabolic process;protein metabolic process;DNA damage response, signal transduction by p53 class mediator;regulation of cellular metabolic process;positive regulation of cellular metabolic process;regulation of cellular biosynthetic process;positive regulation of cellular biosynthetic process;DNA integrity checkpoint;mitotic cell cycle G1-S transition DNA damage checkpoint;mitotic cell cycle G1-S transition checkpoint;regulation of cellular protein metabolic process;positive regulation of cellular protein metabolic process;cellular response to stress;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;intracellular signal transduction;signal transduction in response to DNA damage;DNA damage response, signal transduction by p53 class mediator resulting in induction of apoptosis;regulation of apoptosis;positive regulation of apoptosis;regulation of programmed cell death;positive regulation of programmed cell death;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process;positive regulation of translation;regulation of anti-apoptosis;positive regulation of anti-apoptosis;positive regulation of biological process;positive regulation of cellular process;regulation of biological process;regulation of cellular process;response to stimulus;regulation of protein metabolic process;positive regulation of protein metabolic process;cellular response to stimulus;regulation of cell cycle;regulation of macromolecule metabolic process;biological regulation;regulation of cell cycle arrest;G1-S transition checkpoint;regulation of primary metabolic process;nucleic acid metabolic process;regulation of G1-S transition of mitotic cell cycle;regulation of cellular macromolecule biosynthetic process;regulation of interphase of mitotic cell cycle	nucleic acid binding;structural constituent of ribosome;structural molecule activity;binding;enzyme activator activity;translation activator activity;caspase activator activity;peptidase activator activity;apoptotic protease activator activity;enzyme regulator activity;caspase regulator activity;ion binding;cation binding;translation regulator activity;metal ion binding;peptidase regulator activity;translation regulator activity, nucleic acid binding	Ribosome	>sp|Q6ZWY3|RS27L_MOUSE 40S ribosomal protein S27-like OS=Mus musculus GN=Rps27l PE=2 SV=3;>tr|D3YYB0|D3YYB0_MOUSE Ribosomal protein S27 OS=Mus musculus GN=Rps27l PE=3 SV=1;>tr|D6RH49|D6RH49_MOUSE Ribosomal protein S27 OS=Mus musculus GN=Rps27l PE=3 SV=1
151	3594	P62858	RS28	Rps28	40S ribosomal protein S28	0.75	0.153	-0.07	0.208	-0.183	-0.291	-0.185	-0.106	-0.013	-0.053	intracellular;ribosome;small ribosomal subunit;cytosolic small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;cytoplasmic part;intracellular organelle part;cell part	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;rRNA processing;RNA processing;translation;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;RNA metabolic process;rRNA metabolic process;protein metabolic process;ribonucleoprotein complex biogenesis;ncRNA processing;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;ncRNA metabolic process;ribosomal small subunit biogenesis;macromolecule metabolic process;cellular component biogenesis;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular component biogenesis at cellular level;nucleic acid metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P62858|RS28_MOUSE 40S ribosomal protein S28 OS=Mus musculus GN=Rps28 PE=2 SV=1;>tr|Q059I1|Q059I1_MOUSE MCG22987, isoform CRA_a OS=Mus musculus GN=Rps28 PE=4 SV=1;>tr|D3YVD9|D3YVD9_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm3511 PE=4 SV=2
152	3562	P62274	RS29	Rps29	40S ribosomal protein S29	0.11	-0.402	0.384	0.048	-0.024	-0.006	-0.12	0.006	0.135	0.508	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity;binding;ion binding;cation binding;metal ion binding	Ribosome	>sp|P62274|RS29_MOUSE 40S ribosomal protein S29 OS=Mus musculus GN=Rps29 PE=2 SV=2;>tr|D3YYL7|D3YYL7_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm10126 PE=4 SV=1
153	3602	P62908	RS3	Rps3	40S ribosomal protein S3	0.559	0.022	-0.256	0.175	-0.007	-0.271	-0.217	-0.122	0.086	-0.073	intracellular;nucleus;cytoplasm;ribosome;endomembrane system;small ribosomal subunit;cytosolic small ribosomal subunit;dendrite;ribonucleoprotein complex;cell projection membrane;leading edge membrane;ruffle membrane;macromolecular complex;cell projection;neuron projection;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;membrane part;cytoplasmic part;intracellular organelle part;plasma membrane part;cell projection part;cell part	regulation of DNA repair;regulation of transcription, DNA-dependent;translation;induction of apoptosis;activation of caspase activity;response to stress;response to DNA damage stimulus;metabolic process;biosynthetic process;macromolecule biosynthetic process;regulation of biosynthetic process;negative regulation of metabolic process;cellular process;regulation of gene expression;regulation of macromolecule biosynthetic process;negative regulation of macromolecule metabolic process;regulation of cell death;positive regulation of cell death;positive regulation of peptidase activity;induction of programmed cell death;regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;regulation of metabolic process;protein metabolic process;regulation of cellular metabolic process;negative regulation of cellular metabolic process;regulation of cellular biosynthetic process;negative regulation of NF-kappaB transcription factor activity;cellular response to stress;cellular macromolecule biosynthetic process;regulation of apoptosis;positive regulation of apoptosis;regulation of programmed cell death;positive regulation of programmed cell death;positive regulation of catalytic activity;macromolecule metabolic process;positive regulation of caspase activity;regulation of caspase activity;negative regulation of sequence-specific DNA binding transcription factor activity;negative regulation of molecular function;positive regulation of molecular function;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process;negative regulation of DNA repair;negative regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;positive regulation of biological process;negative regulation of biological process;positive regulation of cellular process;negative regulation of cellular process;regulation of response to stimulus;negative regulation of response to stimulus;regulation of biological process;regulation of catalytic activity;regulation of cellular process;response to stimulus;regulation of DNA metabolic process;negative regulation of DNA metabolic process;regulation of sequence-specific DNA binding transcription factor activity;regulation of nitrogen compound metabolic process;negative regulation of nitrogen compound metabolic process;regulation of RNA metabolic process;regulation of hydrolase activity;positive regulation of hydrolase activity;cellular response to stimulus;regulation of peptidase activity;regulation of endopeptidase activity;regulation of macromolecule metabolic process;biological regulation;regulation of molecular function;regulation of primary metabolic process;regulation of response to stress;regulation of cellular response to stress;regulation of transcription regulator activity;negative regulation of transcription regulator activity;regulation of cellular macromolecule biosynthetic process	nucleic acid binding;DNA binding;damaged DNA binding;RNA binding;mRNA binding;structural constituent of ribosome;catalytic activity;DNA-(apurinic or apyrimidinic site) lyase activity;nuclease activity;endonuclease activity;structural molecule activity;binding;protein binding;transcription factor binding;hydrolase activity;hydrolase activity, acting on ester bonds;lyase activity;carbon-oxygen lyase activity;enzyme binding;kinase binding;protein kinase binding;NF-kappaB binding	Ribosome	>sp|P62908|RS3_MOUSE 40S ribosomal protein S3 OS=Mus musculus GN=Rps3 PE=1 SV=1;>tr|Q5YLW3|Q5YLW3_MOUSE Ribosomal protein S3 OS=Mus musculus GN=Rps3 PE=1 SV=1;>tr|D3YV43|D3YV43_MOUSE Uncharacterized protein OS=Mus musculus GN=Rps3 PE=4 SV=1
154	1588	D3Z6C3	D3Z6C3	Rps3a	40S ribosomal protein S3a OS	0.67	0.141	-0.366	0.086	-0.202	-0.171	-0.02	0.06	0.084	-0.171	intracellular;cytoplasm;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part;nucleus;cytosol;membrane-bounded organelle;intracellular membrane-bounded organelle	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process;induction of apoptosis;regulation of cell death;positive regulation of cell death;induction of programmed cell death;cell differentiation;developmental process;regulation of apoptosis;positive regulation of apoptosis;regulation of programmed cell death;positive regulation of programmed cell death;positive regulation of biological process;positive regulation of cellular process;cellular developmental process;regulation of biological process;regulation of cellular process;biological regulation	structural constituent of ribosome;structural molecule activity;binding;protein binding	Ribosome	>tr|D3Z6C3|D3Z6C3_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm10119 PE=3 SV=1;>sp|P97351|RS3A_MOUSE 40S ribosomal protein S3a OS=Mus musculus GN=Rps3a PE=1 SV=3;>tr|Q564F3|Q564F3_MOUSE MCG1128, isoform CRA_c OS=Mus musculus GN=Rps3a PE=2 SV=1;>tr|D3
155	3581	P62702	RS4X	Rps4x	40S ribosomal protein S4, X isoform	0.649	-0.012	-0.377	0.117	-0.124	-0.151	-0.188	-0.04	0.281	0.33	intracellular;cytoplasm;ribosome;polysome;small ribosomal subunit;cytosolic small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;cytoplasmic part;intracellular organelle part;cell part	translation;regulation of translation;multicellular organismal development;metabolic process;positive regulation of cell proliferation;biosynthetic process;macromolecule biosynthetic process;regulation of biosynthetic process;positive regulation of biosynthetic process;positive regulation of metabolic process;cellular process;regulation of gene expression;regulation of macromolecule biosynthetic process;positive regulation of macromolecule biosynthetic process;positive regulation of macromolecule metabolic process;posttranscriptional regulation of gene expression;regulation of metabolic process;protein metabolic process;regulation of cellular metabolic process;positive regulation of cellular metabolic process;regulation of cellular biosynthetic process;positive regulation of cellular biosynthetic process;regulation of cellular protein metabolic process;positive regulation of cellular protein metabolic process;multicellular organismal process;developmental process;cellular macromolecule biosynthetic process;regulation of cell proliferation;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process;positive regulation of translation;positive regulation of biological process;positive regulation of cellular process;regulation of biological process;regulation of cellular process;regulation of protein metabolic process;positive regulation of protein metabolic process;regulation of macromolecule metabolic process;biological regulation;regulation of primary metabolic process;regulation of cellular macromolecule biosynthetic process	nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity;binding;rRNA binding	Ribosome	>sp|P62702|RS4X_MOUSE 40S ribosomal protein S4, X isoform OS=Mus musculus GN=Rps4x PE=2 SV=2;>tr|Q545X8|Q545X8_MOUSE MCG116623 OS=Mus musculus GN=Rps4x PE=2 SV=1;>tr|Q545F8|Q545F8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Rps4x PE=2 SV=1
156	3588	P62754	RS6	Rps6	40S ribosomal protein S6	0.419	0.041	-0.152	-0.102	-0.139	0.046	-0.154	-0.212	0.14	0.174	intracellular;nucleus;nucleolus;ribosome;small ribosomal subunit;cytosolic small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;nuclear part;cytoplasmic part;intracellular organelle part;cell part	ribosomal small subunit assembly;nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;rRNA processing;RNA processing;translation;nitrogen compound metabolic process;signal transduction;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;regulation of cell death;positive regulation of cell death;cellular component organization;RNA metabolic process;rRNA metabolic process;protein metabolic process;cellular component assembly;ribonucleoprotein complex biogenesis;ribonucleoprotein complex assembly;TOR signaling cascade;carbohydrate homeostasis;ncRNA processing;cellular macromolecular complex subunit organization;cellular macromolecular complex assembly;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;ncRNA metabolic process;intracellular signal transduction;ribosomal small subunit biogenesis;homeostatic process;glucose homeostasis;regulation of apoptosis;positive regulation of apoptosis;regulation of programmed cell death;positive regulation of programmed cell death;macromolecule metabolic process;macromolecular complex subunit organization;cellular component biogenesis;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process;positive regulation of biological process;positive regulation of cellular process;chemical homeostasis;regulation of biological process;regulation of cellular process;response to stimulus;cellular response to stimulus;macromolecular complex assembly;biological regulation;regulation of biological quality;ribonucleoprotein complex subunit organization;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular component organization at cellular level;cellular component biogenesis at cellular level;cellular component assembly at cellular level;nucleic acid metabolic process	structural constituent of ribosome;structural molecule activity;binding;protein binding	Ribosome;mTOR signaling pathway;Insulin signaling pathway	>sp|P62754|RS6_MOUSE 40S ribosomal protein S6 OS=Mus musculus GN=Rps6 PE=1 SV=1;>tr|Q5BLK1|Q5BLK1_MOUSE 40S ribosomal protein S6 OS=Mus musculus GN=Rps6 PE=2 SV=1;>tr|D3Z6N6|D3Z6N6_MOUSE 40S ribosomal protein S6 OS=Mus musculus GN=Rps6-ps1 PE=3 SV=1;>tr|D3
157	3550	P62082	RS7	Rps7	40S ribosomal protein S7	1.146	-0.032	-0.834	0.345	-0.458	-0.874	-0.431	0.201	0.456	0.206	intracellular;nucleolus;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;nuclear part;cytoplasmic part;intracellular organelle part;cell part	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;rRNA processing;RNA processing;translation;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;RNA metabolic process;rRNA metabolic process;protein metabolic process;ribonucleoprotein complex biogenesis;ncRNA processing;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;ncRNA metabolic process;ribosomal small subunit biogenesis;macromolecule metabolic process;cellular component biogenesis;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular component biogenesis at cellular level;nucleic acid metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P62082|RS7_MOUSE 40S ribosomal protein S7 OS=Mus musculus GN=Rps7 PE=2 SV=1;>tr|Q4FZE6|Q4FZE6_MOUSE Ribosomal protein S7 OS=Mus musculus GN=Rps7 PE=2 SV=1
158	3555	P62242	RS8	Rps8	40S ribosomal protein S8	0.65	0.225	-0.032	0.225	-0.242	-0.293	-0.149	-0.004	0.154	0.115	intracellular;cytoplasm;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part;small ribosomal subunit;cytosolic small ribosomal subunit;organelle part;intracellular organelle part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P62242|RS8_MOUSE 40S ribosomal protein S8 OS=Mus musculus GN=Rps8 PE=1 SV=2;>tr|Q497E9|Q497E9_MOUSE 40S ribosomal protein S8 OS=Mus musculus GN=Rps8 PE=2 SV=1;>tr|Q5SZV3|Q5SZV3_MOUSE 40S ribosomal protein S8 OS=Mus musculus GN=Gm11353 PE=3 SV=1;>tr|D3Y
